"Forlag id";"Original tittel";"Internasjonal tittel";"ISBN-prefix"
"18185";"Forlaget Kolon";"Forlaget Kolon";"978-87-87737"
"18186";"Forlaget Medusa";"Forlaget Medusa";"978-87-7332"
"18187";"Fortress Press";"Fortress Press";"978-0-8006"
"18188";"Frank Cass Publishers";"Frank Cass Publishers";
"18189";"Franz Steiner Verlag";"Franz Steiner Verlag";"978-3-515"
"18190";"Fundacion Infancia y Aprendizaje";"Fundacion Infancia y Aprendizaje";"978-84-921753"
"18191";"Fungiflora";"Fungiflora";"978-82-90724"
"18192";"Gads Forlag";"Gads Forlag";"978-87-12"
"18193";"Gallaudet University Press";"Gallaudet University Press";"978-0-913580"
"18194";"Gallimard";"Gallimard";"978-2-07"
"18195";"Garland Science Publishing";"Garland Science Publishing";
"18196";"Geological Society";"Geological Society";"978-0-903317"
"18197";"Thieme";"Thieme";"978-3-13"
"18198";"George Mason University Press";"George Mason University Press";"978-0-913969"
"18199";"Georg-Eckert-Insitut für internationale Schulbuchforschung";"Georg-Eckert-Insitut für internationale Schulbuchforschung";"978-3-88304"
"18200";"Getty Conservation Institute";"Getty Conservation Institute";"978-0-89236"
"18201";"Ghana University Press";"Ghana University Press";"978-9964-3"
"18202";"Giorgio Bretschneider Editore";"Giorgio Bretschneider Editore";"978-88-7689"
"18203";"Gredos";"Gredos";"978-84-249"
"18204";"Guilford Publications";"Guilford Publications";"978-0-89862"
"18205";"Gunter Narr Verlag";"Gunter Narr Verlag";"978-3-8233"
"18208";"Gütersloher Verlagshaus";"Gütersloher Verlagshaus";"978-3-579, 978-3-641, 978-3-7811"
"18209";"Hampton Press";"Hampton Press";"978-1-57273"
"18210";"Handelshøjskolens Forlag";"Handelshøjskolens Forlag";"978-87-16"
"18211";"Hans Reitzels Forlag";"Hans Reitzels Forlag";"978-87-412"
"18212";"Harrassowitz Verlag";"Harrassowitz Verlag";"978-3-447"
"18213";"Hart Publishing Ltd";"Hart Publishing Ltd";"978-0-9578237"
"18214";"Harvard University Press (HUP)";"Harvard University Press (HUP)";"978-0-674"
"18215";"Harvey Whitney Books";"Harvey Whitney Books";"978-0-929375"
"18216";"Haworth Press";"Haworth Press";
"18217";"Herder editrice e libreria";"Herder editrice e libreria";"978-88-85876"
"18218";"Herder Verlag";"Herder Verlag";"978-3-451"
"18219";"Hermes Science Publications";"Hermes Science Publications";"978-2-7462"
"18220";"Hindawi Limited";"Hindawi Limited";
"18221";"Historiska museets förlag";"Historiska museets förlag";"978-91-7192"
"18222";"Hogrefe & Huber Publishers";"Hogrefe & Huber Publishers";"978-0-88937"
"18223";"Hong Kong University Press";"Hong Kong University Press";"978-962-209"
"18224";"Honoré Champion";"Honoré Champion";"978-2-7453"
"18225";"Humana Press";"Humana Press";"978-0-89603, 978-1-58829"
"18226";"Hyphen Press";"Hyphen Press";"978-0-907259"
"18227";"Cappelen Damm Høyskoleforlaget";"Cappelen Damm Høyskoleforlaget";"978-82-7634"
"18228";"IAHS Press";"IAHS Press";"978-0-94571"
"18229";"ICC (International Chamber of Commerce)";"ICC (International Chamber of Commerce)";"978-92-9077"
"18230";"IDRC Books";"IDRC Books";"978-1-55250"
"18231";"IEEE (Institute of Electrical and Electronics Engineers)";"IEEE (Institute of Electrical and Electronics Engineers)";"978-0-7695, 978-0-7803, 978-1-4673, 978-1-4799, 978-1-5090, 978-1-5386, 978-1-6654, 978-1-7281"
"18232";"IEEE Press";"IEEE Press";"978-0-7695"
"18233";"IJ-forlaget";"IJ-forlaget";"978-82-7147"
"18234";"IKO - Verlag";"IKO - Verlag";"978-3-88595"
"18235";"IM Publications";"IM Publications";"978-1-901019"
"18236";"Imprensa Nacional - Casa da Moeda";"Imprensa Nacional - Casa da Moeda";"978-972-27"
"18237";"Imprint Academic";"Imprint Academic";"978-0-907845"
"18238";"Indiana University Press";"Indiana University Press";"978-0-253"
"18239";"Informations Forlag";"Informations Forlag";"978-87-7514"
"18240";"INRA Editions";"INRA Editions";"978-2-7380"
"18241";"Institute for Operations Research and the Management Sciences (INFORMS)";"Institute for Operations Research and the Management Sciences (INFORMS)";"978-1-877640"
"18242";"Institute of Marine Engineering, Science and Technology";"Institute of Marine Engineering, Science and Technology";"978-0-902536"
"18243";"Institute of Mathematical Statistics";"Institute of Mathematical Statistics";"978-0-940600"
"18244";"Institute of Physics and Engineering in Medicine";"Institute of Physics and Engineering in Medicine";"978-1-903613"
"18245";"IOP Publishing";"IOP Publishing";"978-0-7503"
"18246";"Institution of Chemical Engineers";"Institution of Chemical Engineers";"978-0-85295"
"18247";"Institution of Electrical Engineers (IEE)";"Institution of Electrical Engineers (IEE)";"978-0-85296"
"18248";"Institution of Mechanical Engineers";"Institution of Mechanical Engineers";"978-0-85298"
"18249";"Institution of Occupational Safety and Health";"Institution of Occupational Safety and Health";"978-0-901357"
"18250";"Institution of Structural Engineers";"Institution of Structural Engineers";"978-0-901297"
"18251";"Instituto Camões";"Instituto Camões";"978-972-9038"
"18252";"Intellect Ltd.";"Intellect Ltd.";"978-1-84150"
"18253";"International Association for Bridge and Structural Engineering";"International Association for Bridge and Structural Engineering";"978-84-930872"
"18254";"International Atomic Energy Agency";"International Atomic Energy Agency";"978-92-0"
"18255";"International Institute for Conservation of Historic and Artistic Works";"International Institute for Conservation of Historic and Artistic Works";"978-0-9500525"
"18256";"International Institute for Environment and Development";"International Institute for Environment and Development";"978-0-905347"
"18257";"International Reading Association";"International Reading Association";"978-0-87207"
"18258";"International Society of Offshore & Polar Engineers";"International Society of Offshore & Polar Engineers";"978-0-926104"
"18259";"IOS Press";"IOS Press";"978-0-9673355"
"18260";"Iowa State University Press";"Iowa State University Press";"978-0-8138"
"18261";"Island Press";"Island Press";"978-1-55963, 978-1-59726"
"18262";"Istituto Poligraficio e Zecca dello Stato - Libreria dello Stato";"Istituto Poligraficio e Zecca dello Stato - Libreria dello Stato";"978-88-240"
"18263";"ITDG Publishing";"ITDG Publishing";"978-0-903031"
"18264";"Iustus förlag";"Iustus förlag";"978-91-7678"
"18265";"IWA Publishing";"IWA Publishing";"978-0-9729999"
"18266";"JAI Press Ltd";"JAI Press Ltd";"978-0-7623"
"18267";"Japan Scientific Societies Press";"Japan Scientific Societies Press";"978-4-7622"
"18268";"Jeremy Mills Publishing";"Jeremy Mills Publishing";"978-0-9546484"
"18269";"John Benjamins Publishing Company";"John Benjamins Publishing Company";"978-0-915027"
"18270";"John Wiley & Sons";"John Wiley & Sons";"978-0-470"
"18271";"Johns Hopkins University Press";"Johns Hopkins University Press";"978-0-8018"
"18272";"Jones and Bartlett Publishers";"Jones and Bartlett Publishers";"978-0-7637"
"18273";"Jurist- og Økonomforbundets Forlag";"Jurist- og Økonomforbundets Forlag";"978-87-574"
"18274";"Beltz Juventa";"Beltz Juventa";"978-3-7799"
"18275";"Jysk Arkæologisk Selskab";"Jysk Arkæologisk Selskab";"978-87-88415"
"18276";"Karlstad University Press";"Karlstad University Press";"978-91-85019"
"18277";"Karthala";"Karthala";"978-2-84586"
"18278";"Kent State University Press";"Kent State University Press";"978-0-87338"
"18279";"De Gruyter Saur";"De Gruyter Saur";"978-3-7940"
"18280";"Klaus Boer Verlag";"Klaus Boer Verlag";"978-3-924963"
"18281";"Klim";"Klim";"978-87-7129"
"18282";"Kluwer Academic Publishers";"Kluwer Academic Publishers";"978-1-4020"
"18283";"Kluwer Law International";"Kluwer Law International";"978-90-411"
"18284";"KNNV Publishers";"KNNV Publishers";"978-90-5011"
"18285";"Konrad Theiss Verlag";"Konrad Theiss Verlag";"978-3-8062"
"18286";"Kopaed";"Kopaed";"978-3-935686"
"18287";"Kroghs Forlag";"Kroghs Forlag";"978-87-624"
"18914";"Twayne Publishers";"Twayne Publishers";
"18915";"African Studies Center";"African Studies Center";
"18916";"University of Windsor Press";"University of Windsor Press";
"18917";"University of Tennessee at Martin";"University of Tennessee at Martin";
"18918";"Clemson University Digital Press";"Clemson University Digital Press";
"18919";"Laurence Urdang";"Laurence Urdang";
"18920";"USENIX - The Advanced Computing Systems Association";"USENIX - The Advanced Computing Systems Association";"978-1-931971"
"18922";"IEEE Signal Processing Society";"IEEE Signal Processing Society";"978-0-7803"
"18923";"Graduate School of Fine Arts";"Graduate School of Fine Arts";
"18924";"Victorian Committee of the Graduate Center";"Victorian Committee of the Graduate Center";
"18925";"Department of English, Virginia Commonwealth University";"Department of English, Virginia Commonwealth University";
"18926";"Institut für Anglistik & Amerikanistik";"Institut für Anglistik & Amerikanistik";
"18927";"Dept. of English,  Sonoma California State College";"Dept. of English,  Sonoma California State College";
"18928";"British Arachnological Society";"British Arachnological Society";
"18929";"The W.H. Auden Society";"The W.H. Auden Society";
"18930";"Wallace Stevens Society";"Wallace Stevens Society";
"18931";"English Department, U.S. Air Force Academy";"English Department, U.S. Air Force Academy";
"18932";"Association for the Teaching of Caribbean, African, Asian and Associated Literatures in English";"Association for the Teaching of Caribbean, African, Asian and Associated Literatures in English";
"18933";"English Department, University of Saskatchewan";"English Department, University of Saskatchewan";
"18934";"H.G Wells Society";"H.G Wells Society";
"18935";"West Coast Line";"West Coast Line";
"18936";"West Virginia University";"West Virginia University";
"18937";"Westminster Theological Seminary";"Westminster Theological Seminary";
"18938";"Wilkie Collins Society";"Wilkie Collins Society";
"18939";"New Directions Publishing Corporation";"New Directions Publishing Corporation";"978-0-8112"
"18940";"Texas Tech University Press";"Texas Tech University Press";"978-0-89672"
"18941";"Woodrow Wilson International Center for Scholars";"Woodrow Wilson International Center for Scholars";
"18942";"Vittorio Klostermann Verlag";"Vittorio Klostermann Verlag";"978-3-465"
"18943";"Herzog August Bibliothek";"Herzog August Bibliothek";
"18944";"Transaction Periodicals Consortium";"Transaction Periodicals Consortium";
"18945";"Old City Publishing";"Old City Publishing";
"18946";"University of Texas at Arlington";"University of Texas at Arlington";
"18947";"British Council";"British Council";
"18948";"Wyndham Lewis Society";"Wyndham Lewis Society";
"18950";"The Yolanda and David Katz Faculty of Arts";"The Yolanda and David Katz Faculty of Arts";
"18951";"Xavier University";"Xavier University";
"18952";"Yale University";"Yale University";
"18953";"Pennsylvania State University Press";"Pennsylvania State University Press";
"18954";"Medieval Institute Publications";"Medieval Institute Publications";"978-1-58044"
"18955";"AV-Verlag F. Fischer";"AV-Verlag F. Fischer";
"18960";"Murdoch University";"Murdoch University";
"18962";"Abbeville Press";"Abbeville Press";"978-0-7892, 978-0-89659, 978-1-55859"
"18963";"Aldwych Press";"Aldwych Press";
"18964";"ABC-CLIO";"ABC-CLIO";"978-1-57607"
"18967";"Arcade Publishing";"Arcade Publishing";"978-1-55970"
"18968";"Associated University Presses";"Associated University Presses";"978-0-8453"
"18970";"Universite de Toulouse Le Mirail";"Universite de Toulouse Le Mirail";
"18971";"Institute of Jewish Affairs";"Institute of Jewish Affairs";
"18972";"Centre for the Study of Communication and Culture (CSCC)";"Centre for the Study of Communication and Culture (CSCC)";
"18973";"Western Washington State College";"Western Washington State College";
"18974";"Mauro Baroni editore s.d.";"Mauro Baroni editore s.d.";
"18979";"Scandinavian Academic Press";"Scandinavian Academic Press";"978-82-304"
"18984";"Institute of Mathematics and Informatics";"Institute of Mathematics and Informatics";
"18985";"School of Accounting and Commercial Law";"School of Accounting and Commercial Law";
"18986";"Taylor & Francis Group";"Taylor & Francis Group";
"18987";"BPS Blackwell";"BPS Blackwell";"978-1-4051"
"18988";"Academica";"Academica";"978-87-7675"
"18993";"Sweet & Maxwell";"Sweet & Maxwell";"978-0-421"
"18994";"Aalborg Universitetsforlag";"Aalborg Universitetsforlag";"978-87-7307"
"18996";"Aland-Verlag";"Aland-Verlag";
"18998";"Szczecin University Press";"Szczecin University Press";"978-83-7241, 978-83-89882"
"19001";"Master Line";"Master Line";
"19007";"CID, Podgorica, Montenegro";"CID, Podgorica, Montenegro";
"19008";"Försvarshögskolan (FHS)";"Försvarshögskolan (FHS)";
"19010";"Folke Bernadotte Academy";"Folke Bernadotte Academy";
"19011";"United Nations Institute for Disarmament Research";"United Nations Institute for Disarmament Research";
"19013";"University of Warsaw Press";"University of Warsaw Press";"978-83-900143"
"19014";"Idea Group Publishing";"Idea Group Publishing";"978-1-930708"
"19023";"Asociacion de Antropologia";"Asociacion de Antropologia";
"19024";"Fernwood Publishing";"Fernwood Publishing";"978-1-55266"
"19025";"Brathay Hall";"Brathay Hall";
"19026";"Palatina Verlag";"Palatina Verlag";"978-3-932608"
"19028";"Berliner Wissenschafts-Verlag";"Berliner Wissenschafts-Verlag";"978-3-8305"
"19032";"Frank & Timme";"Frank & Timme";"978-3-86596"
"19033";"École des hautes études commerciales de Montréal";"École des hautes études commerciales de Montréal";
"19034";"King's College Publications";"King's College Publications";"978-1-904987"
"19035";"Association for Canadian Studies";"Association for Canadian Studies";
"19036";"Broadview Press";"Broadview Press";"978-1-55111, 978-1-55481"
"19038";"Zed Books";"Zed Books";"978-1-78032, 978-1-84277"
"19039";"AltaMira Press";"AltaMira Press";"978-0-7591"
"19040";"Faculty of Mathematics and Computer Science";"Faculty of Mathematics and Computer Science";
"19041";"Russian Academy of Sciences";"Russian Academy of Sciences";"978-5-85941"
"19042";"Kazan State University";"Kazan State University";
"19043";"Japan Publications Trading Co.";"Japan Publications Trading Co.";
"19045";"Springer Science+Business Media B.V.";"Springer Science+Business Media B.V.";"978-0-387"
"19053";"Intersentia";"Intersentia";"978-90-5095"
"19058";"VU University Press";"VU University Press";
"19060";"Arkipelag";"Arkipelag";"978-91-86094"
"19061";"Brill|Sense";"Brill|Sense";"978-90-77874"
"19062";"Det norske medicinske Selskab";"Det norske medicinske Selskab";
"19063";"Svenska Dyslexiföreningen";"Svenska Dyslexiföreningen";
"19064";"Universitat Autònoma de Barcelona";"Universitat Autònoma de Barcelona";
"19065";"Southeastern Historical Keyboard Society";"Southeastern Historical Keyboard Society";
"19066";"Salem Press";"Salem Press";"978-1-58765"
"19067";"Slavica Publishers  Inc.";"Slavica Publishers  Inc.";
"19068";"Meckler Pub.";"Meckler Pub.";
"19069";"Universität St.Gallen";"Universität St.Gallen";
"19070";"Information Access Company";"Information Access Company";
"19071";"Information Age Publishing";"Information Age Publishing";"978-1-6239"
"19072";"Rhodes University";"Rhodes University";
"19073";"Edizioni Charta";"Edizioni Charta";"978-88-8158"
"19074";"Sekel Bokförlag";"Sekel Bokförlag";
"19075";"International Society for Bioelectromagnetism";"International Society for Bioelectromagnetism";
"19076";"KVS Foundation";"KVS Foundation";
"19077";"Minerva Kustannus";"Minerva Kustannus";"978-952-5591"
"19078";"Kustannus-Puntsi";"Kustannus-Puntsi";"978-952-5343"
"19079";"Vigmostad & Bjørke";"Vigmostad & Bjørke";"978-82-419-"
"19080";"Botanical Research Institute of Texas (BRIT)";"Botanical Research Institute of Texas (BRIT)";
"19081";"Society of Ethnobiology";"Society of Ethnobiology";
"19082";"International Information Management Association";"International Information Management Association";
"19083";"Center for International Business Education";"Center for International Business Education";
"19084";"Tourism Research and Development Centre, Institut Teknologi Bandung";"Tourism Research and Development Centre, Institut Teknologi Bandung";
